pair,trial,repetition,role,tangram,message,num_words,correct
pair77,37,4,director,J,shoulder on right side,4,0
pair77,37,4,director,J,pointing out,2,0
pair77,38,4,director,E,flower,1,1
pair77,39,4,director,K,praying bent leg,3,1
pair77,39,4,director,K,left side,2,1
pair77,40,4,director,G,horse,1,1
pair77,41,4,director,B,head with triangle,3,1
pair77,42,4,director,C,ghost,1,1
pair77,43,4,director,A,gorilla,1,1
pair77,44,4,director,I,exercise,1,1
pair77,45,4,director,H,plain,1,1
pair77,46,4,director,D,hat,1,1
pair77,47,4,director,F,sitting,1,1
pair77,48,4,director,L,sit praying,2,0
pair77,48,4,director,L,bent,1,0
pair77,49,5,director,F,sitting,1,1
pair77,50,5,director,L,praying with bent,3,1
pair77,50,5,director,L,legs,1,1
pair77,50,5,matcher,L,no leg left side?,4,1
pair77,51,5,director,G,horse,1,1
pair77,52,5,director,D,hat,1,1
pair77,53,5,director,H,plane,1,1
pair77,54,5,director,J,shoulder,1,1
pair77,55,5,director,C,ghost,1,1
pair77,56,5,director,A,gorilla,1,1
pair77,57,5,director,E,flower,1,1
pair77,58,5,director,K,praying leg left,3,1
pair77,59,5,director,B,head with triangle,3,1
pair77,60,5,director,I,exercise,1,1
pair77,61,6,director,L,praying,1,1
pair77,61,6,director,L,no leg,2,1
pair77,62,6,director,K,praying leg,2,1
pair77,62,6,director,K,left,1,1
pair77,63,6,director,B,head,1,1
pair77,63,6,director,B,with triangle,2,1
pair77,64,6,director,C,ghost,1,1
pair77,65,6,director,I,exercise,1,1
pair77,66,6,director,A,gorilla,1,1
pair77,67,6,director,F,sit,1,1
pair77,68,6,director,E,flower,1,1
pair77,69,6,director,D,hat,1,1
pair77,70,6,director,J,plain,1,0
pair77,71,6,director,G,horse,1,1
pair77,72,6,director,H,plain,1,1
pair77,72,6,director,H,leg right,2,1
pair78,1,1,director,F,looks like a man sitting down,6,1
pair78,1,1,matcher,F,slouching or sitting straight?,4,1
pair78,1,1,director,F,slouching,1,1
pair78,2,1,director,A,"looks like a man with one foot on the ground,  one off and head going backwards",16,0
pair78,3,1,director,B,looks like squatting down with square head tilted back. triangle behind the head,13,1
pair78,4,1,director,G,"slouching head forward, triangle on bottom right",7,1
pair78,5,1,director,J,figure is almost square with head in diamond shape on top,11,1
pair78,6,1,director,C,looks like an angel with arms up,7,1
pair78,7,1,director,H,"person sitting with slight bend in lower back, arms not extended",11,0
pair78,8,1,director,D,"person sitting straight up, arms extended in front",8,0
pair78,9,1,director,I,looks like a chicken getting ready to peck the ground,10,1
pair78,10,1,director,L,looks like squatting down with arms in point in front,10,1
pair78,11,1,director,E,"doesn't look like a person at all, looks like a square on top of a large triangle with two small triangle sticking our of the square",26,1
pair78,12,1,director,K,looks like sitting with a triangle coming out of its back and a tiny triangle in the front,18,0
pair78,13,2,director,I,chicken pecking the ground,4,1
pair78,14,2,director,C,angel with arms up,4,1
pair78,15,2,director,L,squatting with triangle arm in front,6,1
pair78,16,2,director,K,kneeling with large triangle to the right and tiny triangle to the left,13,0
pair78,17,2,director,G,looks like an upside down triangle holding up a person with head falling to the front,16,0
pair78,18,2,director,J,"person standing, almost square diamond shaped head",7,1
pair78,19,2,director,A,"one foot on the ground, on off the ground, head falling to the back",14,1
pair78,20,2,director,F,"sitting against wall, slouched",4,1
pair78,21,2,director,B,"sitting against wall, head tilted back with triangle behind head",10,1
pair78,22,2,director,H,sitting against the wall straight,5,0
pair78,23,2,director,E,looks like a square on top of a triangle with 2 small triangle coming out of square,17,1
pair78,24,2,director,D,"standing straight up looks like receiving award, diploma",8,1
pair78,25,3,director,E,triangle with square on top with 2 small triangles coming out of square,13,1
pair78,26,3,director,G,"sitting down with triangle propping person up, head tilted forward",10,0
pair78,27,3,director,D,receiving diploma,2,1
pair78,28,3,director,F,"against wall, slouched",3,1
pair78,29,3,director,H,"almost like diploma, just slight bend of the legs and no arms",12,0
pair78,30,3,director,K,"looks like a servant with a tray out, small triangle on back",12,0
pair78,30,3,director,K,kneeling,1,0
pair78,31,3,director,A,"one foot on ground, one foot off, head tilted back",10,1
pair78,32,3,director,J,"standing straight, with one arm out",6,0
pair78,32,3,matcher,J,not the graduate?,3,0
pair78,33,3,director,C,that was kneeling,3,1
pair78,33,3,director,C,angel with arms up,4,1
pair78,34,3,director,L,bending at knee with arms extended,6,1
pair78,35,3,director,B,"triangle propping head up, sitting on floor",7,0
pair78,36,3,director,I,chicken,1,1
pair78,37,4,director,D,grad,1,1
pair78,38,4,director,K,kneeling,1,1
pair78,39,4,director,A,one foot on ground on off head back,8,1
pair78,40,4,director,I,chicken,1,1
pair78,41,4,director,L,bending at knee,3,1
pair78,42,4,director,C,angel,1,1
pair78,43,4,director,F,slouching while sitting,3,1
pair78,44,4,director,H,like grad but with slight bend in back,8,0
pair78,45,4,director,G,"triangle holding up person, head tipped forward",7,1
pair78,46,4,director,E,triangle with square on top with 2 small triangles,9,1
pair78,47,4,director,J,standing straight with one arm out. not grad,8,0
pair78,48,4,director,B,sitting with triangle behind head,5,1
pair78,49,5,director,K,kneeling,1,1
pair78,50,5,director,B,"sitting,triangle behind head",3,1
pair78,51,5,director,L,squatting,1,1
pair78,52,5,director,H,"like grad, slight bend in back",6,1
pair78,53,5,director,J,standing with one arm out,5,1
pair78,54,5,director,G,triangle holding up person,4,0
pair78,55,5,director,I,chicken,1,1
pair78,56,5,director,A,one foot on ground one off ground head back,9,1
pair78,57,5,director,E,"triangle holding square, 2 triangles out of square",8,1
pair78,58,5,director,F,slouching,1,1
pair78,59,5,director,D,grad,1,1
pair78,60,5,director,C,angel,1,1
pair78,61,6,director,K,kneeling,1,1
pair78,62,6,director,E,"triangle, square, 2 triangles",4,1
pair78,63,6,director,J,standing with arm out,4,1
pair78,64,6,director,F,slouching,1,1
pair78,65,6,director,B,"triangle behind head, sitting",4,1
pair78,66,6,director,D,grad,1,1
pair78,67,6,director,A,one foot on the ground one off,7,1
pair78,68,6,director,C,angel,1,1
pair78,69,6,director,I,chicken,1,1
pair78,70,6,director,L,squatting,1,1
pair78,71,6,director,H,standing with slight bend,4,0
pair78,72,6,director,G,triangle holding up person head forward,6,1
pair79,1,1,director,E,bunny ears,2,1
pair79,1,1,matcher,E,sitting facing the right?,4,1
pair79,2,1,director,C,man raising his arms in a y shape,8,1
pair79,2,1,director,C,leaning to the left,4,1
pair79,2,1,matcher,C,sorta looks like a ghost?,5,1
pair79,3,1,director,A,man standing on one foot while tilting head back,9,0
pair79,3,1,director,A,and raising both hands in loose sleeves,7,0
pair79,3,1,matcher,A,facing what direction?,3,0
pair79,3,1,director,A,facing left,2,0
pair79,3,1,matcher,A,does it looks he have a short foot on the left?,11,0
pair79,3,1,matcher,A,erm.. right.,2,0
pair79,4,1,director,B,man kneeling down while spreading both arms out to left and right,12,0
pair79,5,1,director,L,"man standing with knees half bent, like he is about to kneel down",13,1
pair79,5,1,matcher,L,one arm facing right?,4,1
pair79,5,1,director,L,facing right,2,1
pair79,6,1,director,I,man standing on one leg with the other short leg pointed back,12,1
pair79,6,1,matcher,I,arms facing left? sorta looks like he might be kicking?,10,1
pair79,7,1,director,G,"weird ... like a woman in dress doing weird yoga pose, one elbow lifted",14,0
pair79,7,1,matcher,G,which direction is the elbow?,5,0
pair79,7,1,director,G,to right,2,0
pair79,7,1,director,G,she looks like she is sorta kneeling on the ground,10,0
pair79,8,1,director,K,"kneeling down fully facing right, holding plate in front of him",11,1
pair79,9,1,director,J,only one with completely straight line on left side.,9,1
pair79,10,1,director,D,"standing holding plate, facing left",5,1
pair79,11,1,director,F,"sitting down, facing left",4,1
pair79,12,1,director,H,legless man sitting on ground,5,1
pair79,12,1,director,H,almost facing us,3,1
pair79,13,2,director,K,"kneeling down facing right, holding plate",6,1
pair79,14,2,director,L,knees half bent,3,1
pair79,15,2,director,F,"sitting on ground, legs bent",5,1
pair79,15,2,director,F,or lying,2,1
pair79,15,2,matcher,F,facing which way?,3,1
pair79,15,2,director,F,left,1,1
pair79,15,2,matcher,F,with arms above their head?,5,1
pair79,15,2,director,F,no arms,2,1
pair79,16,2,director,I,standing on one leg with other leg pointing to right,10,1
pair79,17,2,director,J,straight line on the left side,6,1
pair79,18,2,director,D,standing holding plate,3,1
pair79,18,2,director,D,facing left,2,1
pair79,19,2,director,B,kneeling with arms spread to left and right,8,0
pair79,20,2,director,A,"standing on 1 leg, both arms raised, head tilted back",10,0
pair79,21,2,director,C,ghost with arms in y shape,6,1
pair79,22,2,director,E,bunny ears,2,1
pair79,23,2,director,G,weird woman in dress elbow raised,6,1
pair79,24,2,director,H,legless man sitting on ground facing us,7,1
pair79,25,3,director,H,legless man sits facing us,5,1
pair79,26,3,director,J,straight line on left,4,1
pair79,27,3,director,L,knees half bent,3,1
pair79,28,3,director,C,ghost with y arms,4,1
pair79,29,3,director,A,"standing on 1 leg, both arms raised",7,1
pair79,30,3,director,E,bunny ears,2,1
pair79,31,3,director,F,lying on ground with knees bent,6,1
pair79,32,3,director,B,kneeling with arms spread to left and right,8,0
pair79,33,3,director,G,"weird woman, elbow raised",4,1
pair79,34,3,director,D,standing facing left holding plate,5,1
pair79,35,3,director,I,"stand on 1 leg, other leg points to right",9,1
pair79,36,3,director,K,kneeling down facing right,4,1
pair79,36,3,director,K,holding plate,2,1
pair79,37,4,director,E,bunny ears,2,1
pair79,38,4,director,B,kneeling down arms spread to left and right,8,0
pair79,39,4,director,A,"stand on 1 leg, arms raised",6,1
pair79,39,4,director,A,head tilted to right,4,1
pair79,40,4,director,J,straight line on left,4,1
pair79,41,4,director,G,woman in dress elbow raised,5,1
pair79,42,4,director,C,y ghost,2,1
pair79,43,4,director,L,knees half bent,3,1
pair79,43,4,director,L,about to kneel,3,1
pair79,44,4,director,D,standing facing left,3,0
pair79,44,4,director,D,holding plate,2,0
pair79,45,4,director,I,"standing on 1 leg, other leg pointed to right",9,1
pair79,46,4,director,H,legless man sits facing us,5,1
pair79,47,4,director,F,sitting on ground knees bent,5,0
pair79,48,4,director,K,kneeling fully,2,1
pair79,49,5,director,C,y ghost,2,1
pair79,50,5,director,H,legless,1,1
pair79,50,5,director,H,sit face us,3,1
pair79,51,5,director,E,bunny ears,2,1
pair79,52,5,director,B,kneeling arms spread left and right,6,0
pair79,53,5,director,A,"stand on 1 leg, both arms raised",7,0
pair79,54,5,director,L,knees half bent,3,0
pair79,55,5,director,G,woman elbow raised,3,1
pair79,56,5,director,I,"stand 1 leg, other leg point to right",8,1
pair79,57,5,director,D,stand face left,3,1
pair79,57,5,director,D,holding plate,2,1
pair79,58,5,director,F,sit knees bent,3,1
pair79,59,5,director,J,straight line,2,1
pair79,59,5,director,J,on left,2,1
pair79,60,5,director,K,kneel face right,3,1
pair79,60,5,director,K,holding plate,2,1
pair79,61,6,director,B,kneel arms spread to left and right,7,1
pair79,62,6,director,C,ghost,1,1
pair79,62,6,director,C,y,1,1
pair79,63,6,director,J,straight line,2,1
pair79,63,6,director,J,on left,2,1
pair79,64,6,director,A,"stand 1 leg, both arms raised",6,0
pair79,65,6,director,G,woman elbow raised,3,1
pair79,66,6,director,H,legless,1,1
pair79,66,6,director,H,sit facing us,3,1
pair79,67,6,director,F,sit knees bent,3,1
pair79,68,6,director,I,"stand 1 leg, other leg point to right",8,0
pair79,69,6,director,E,bunny ears,2,1
pair79,70,6,director,K,kneel facing right,3,1
pair79,70,6,director,K,holding plate,2,1
pair79,71,6,director,D,stand facing left,3,1
pair79,71,6,director,D,holding plate,2,1
pair79,72,6,director,L,about to kneel,3,1
pair80,1,1,director,A,man standing on one foot while raising his arms,9,0
pair80,1,1,director,A,with 'loose sleeves',3,0
pair80,2,1,director,D,man standing holding a plate in front of him,9,1
pair80,3,1,director,K,"man kneeling down fully, facing right",6,1
pair80,4,1,director,B,man kneeling down while raising both arms,7,1
pair80,4,1,director,B,facing right,2,1
pair80,4,1,matcher,B,is one arm in front and one arm in back?,10,1
pair80,5,1,director,F,"man sitting down on ground, facing left",7,1
pair80,5,1,matcher,F,are his knees bent?,4,1
pair80,6,1,director,G,weird one... looks like spread on floor and raising one arm,11,1
pair80,6,1,director,G,kinda like wearing a dress,5,1
pair80,7,1,director,L,"man with knees half bent, holding a plate",8,1
pair80,8,1,director,H,"sitting down, almost facing camera",5,1
pair80,8,1,director,H,like a legless man,4,1
pair80,9,1,director,I,"standing one on leg, other leg lifted and pointing back",10,1
pair80,9,1,director,I,he is facing left,4,1
pair80,10,1,director,C,"raising arms in y shape, no legs",7,1
pair80,11,1,director,J,"like man standing up, no arms and legs visible",9,1
pair80,12,1,director,E,bunny ears,2,1
pair80,13,2,director,E,bunny ears,2,1
pair80,14,2,director,C,spreading arms in y,4,1
pair80,15,2,director,K,"kneeling holding plate, facing right",5,1
pair80,16,2,director,J,only one with completely straight vertical line on left side,10,1
pair80,17,2,director,F,sitting down facing left,4,1
pair80,17,2,matcher,F,knees bent?,2,1
pair80,18,2,director,H,legless man,2,1
pair80,18,2,director,H,sitting,1,1
pair80,18,2,director,H,on ground,2,1
pair80,18,2,matcher,H,facing ?,2,1
pair80,18,2,director,H,facing us almost,3,1
pair80,19,2,director,G,the weird one,3,1
pair80,19,2,director,G,woman in dress spread on floor,6,1
pair80,20,2,director,B,kneeling down with arms raised to left and right,9,0
pair80,21,2,director,D,"standing with plate, facing left",5,1
pair80,22,2,director,A,standing one one leg with head tilted back and to the right,12,0
pair80,22,2,matcher,A,arms out in front of him?,6,0
pair80,23,2,director,L,knees half bent,3,1
pair80,23,2,matcher,L,sitting or standing?,3,1
pair80,23,2,director,L,like he is about to kneel down,7,1
pair80,24,2,director,I,"standing one leg, other leg pointing to right",8,1
pair80,24,2,matcher,I,where are his arms?,4,1
pair80,24,2,matcher,I,or facing which direction?,4,1
pair80,24,2,director,I,in front of him,4,1
pair80,25,3,director,B,kneeling with arms spread to left and right,8,1
pair80,26,3,director,K,kneeling down facing right,4,0
pair80,26,3,director,K,holding plate in front,4,0
pair80,27,3,director,G,weird woman in dress with elbow raised,7,0
pair80,27,3,director,G,(elbow on right),3,0
pair80,28,3,director,A,standing on 1 leg both arms raised,7,1
pair80,29,3,director,H,legless man,2,1
pair80,29,3,director,H,sitting facing us,3,1
pair80,30,3,director,J,straight line on left,4,1
pair80,31,3,director,I,"stand on 1 leg, other leg points to right",9,1
pair80,32,3,director,D,"standing facing left, holding plate",5,1
pair80,33,3,director,F,"sitting on ground, knees bent",5,1
pair80,34,3,director,E,bunny ears,2,1
pair80,35,3,director,L,knees half bent,3,1
pair80,35,3,matcher,L,standing or sitting,3,1
pair80,35,3,director,L,facing right,2,1
pair80,36,3,director,C,arms spread out in y shape,6,1
pair80,37,4,director,I,"stand on 1 leg, other leg pointing to right",9,1
pair80,38,4,director,B,kneeling down arms spread to left and right,8,1
pair80,39,4,director,A,"stand on 1 leg, raising both arms",7,1
pair80,39,4,director,A,head tilted back to right,5,1
pair80,40,4,director,J,straight line on left,4,1
